text,label,clean_text
Hum sb sey brhaa,Neutral,hum sb sey brhaa
Main ne toh tjhe kaha hi nhi... Tou khudi dil pe le gya,Negative,main ne toh tjhe kaha hi nhi tou khudi dil pe le gya
Shukrr aaj ma ne patwaran dekh li ,Negative,shukrr aaj ma ne patwaran dekh li
..inko check kronzra,Negative,inko check kronzra
Yaar maine tw poori vdo hi nhi dekhi in aunty ko kuch hogaya h or peechy jo talliyaan baja rahy hain unhe bhi kuch hogaya h ajeeb . Imran khan is the best .,Negative,yaar maine tw poori vdo hi nhi dekhi in aunty ko kuch hogaya h or peechy jo talliyaan baja rahy hain unhe bhi kuch hogaya h ajeeb imran khan is the best
jahalat loha bachny wala b mulk ni chala skta,Negative,jahalat loha bachny wala b mulk ni chala skta
"oy is aunty ko dhondo kon hai  is ko tu pouchuon... kahti hai haar rooz ""nayi larki ghr lay jata hai"" koi shrm hoti hai koi haya hoti hai ",Negative,oy is aunty ko dhondo kon hai is ko tu pouchuon kahti hai haar rooz nayi larki ghr lay jata hai koi shrm hoti hai koi haya hoti hai
sae o ra hmry sth,Neutral,sae o ra hmry sth
sb se ziada shugli glasses mei white shalwar qameez wala he,Positive,sb se ziada shugli glasses mei white shalwar qameez wala he
Wo bolta to aaaa krta mae bolti to b shor machata,Negative,wo bolta to aaaa krta mae bolti to b shor machata
Aho sala relu katta,Negative,aho sala relu katta
hahahhahahahhahahhaha log kitny gashti k Hain,Negative,hahahhahahahhahahhaha log kitny gashti k hain
Drpoke hain drpokeHimmat hoti to agli baat ka bhi jawab deti  bhagti naMein baro ko janta hoon,Negative,drpoke hain drpokehimmat hoti to agli baat ka bhi jawab deti bhagti namein baro ko janta hoon
O bss yar bc andhy Hain bhnchod jahalat e r kch nai,Negative,o bss yar bc andhy hain bhnchod jahalat e r kch nai
Hahahahahagahahahahahaha babeeeee logon se sahi cheza lya he,Negative,hahahahahagahahahahahaha babeeeee logon se sahi cheza lya he
Karza in 5 salo my double kr dia or kitni taraqi chaiyaaa..Non Sense ,Negative,karza in salo my double kr dia or kitni taraqi chaiyaaa non sense
Omg aunty to bht hi zyada ghussey me hain unkle p,Negative,omg aunty to bht hi zyada ghussey me hain unkle p
pori dekhna,Neutral,pori dekhna
peechey logoon ko dekh kaisey mazay ley rahay haan donoon key. ,Negative,peechey logoon ko dekh kaisey mazay ley rahay haan donoon key
Jani ya jo masla hain ajj k nahin hain aur hamara jesa gareeb mulk main aysa areas main ya sab pohanchana bohat mushkil kaam ha. ,Negative,jani ya jo masla hain ajj k nahin hain aur hamara jesa gareeb mulk main aysa areas main ya sab pohanchana bohat mushkil kaam ha
Darakht lagana bohat zyada zaroori tha tumha kuch saloon main samajh a jaye ga,Positive,darakht lagana bohat zyada zaroori tha tumha kuch saloon main samajh a jaye ga
"Political disability? Tu aysa insan ko mulk chalana dena cahiya in ka hisab nahin hona cahiya, kya soch ha yar teri?",Negative,political disability tu aysa insan ko mulk chalana dena cahiya in ka hisab nahin hona cahiya kya soch ha yar teri
Itni mushkil areas main aysi facilites dena aokha kaam ha,Neutral,itni mushkil areas main aysi facilites dena aokha kaam ha
Yar uss na tu panama paper leak nahin karwai tha,Neutral,yar uss na tu panama paper leak nahin karwai tha
Uss na sirf fight ki thi jani,Negative,uss na sirf fight ki thi jani
you mean to say that agar mushkil kam nahi hota to asan kam kar ke apna name bana lo,Negative,you mean to say that agar mushkil kam nahi hota to asan kam kar ke apna name bana lo
Jani imran vote lena k liya ya logoon ko dekhana k liya kaam nahin karta wo aysa kaam karta ha jis main end of the day mulk ka koi faida ho aur isi main mulk ka faida ha,Positive,jani imran vote lena k liya ya logoon ko dekhana k liya kaam nahin karta wo aysa kaam karta ha jis main end of the day mulk ka koi faida ho aur isi main mulk ka faida ha
"aysa nahin hota, pehli baar kisi bara admi ka hisab hona ha hamain tankeed nahin karni cahiya hamain allah ka shukar ada karna cahiya",Positive,aysa nahin hota pehli baar kisi bara admi ka hisab hona ha hamain tankeed nahin karni cahiya hamain allah ka shukar ada karna cahiya
Hamain Allah ko Capital A se likhna chahiye.Agar UK 1 saal rehne ke baad bhi nahi hue to hamain apne spelling theek karne chahiye,Positive,hamain allah ko capital a se likhna chahiye agar uk saal rehne ke baad bhi nahi hue to hamain apne spelling theek karne chahiye
Yar KPK main kisi ki dosri bari nahin ati lakin khan na itna kaam kiya hain k wo pehla sa bohat zyada vote sa jeta ga tum dekh lena,Positive,yar kpk main kisi ki dosri bari nahin ati lakin khan na itna kaam kiya hain k wo pehla sa bohat zyada vote sa jeta ga tum dekh lena
Yar mera spelling hamesaha sa aysa hi hain mafi da do,Neutral,yar mera spelling hamesaha sa aysa hi hain mafi da do
Ab puri awaam teri jaisi hai.350 dam ki hoax phela kar khush horahi hai.Sach pata ho to nahi milenge vote,Negative,ab puri awaam teri jaisi hai dam ki hoax phela kar khush horahi hai sach pata ho to nahi milenge vote
Agar UK jaa kar bhi fark nahi para to lanat ho,Negative,agar uk jaa kar bhi fark nahi para to lanat ho
Hamain bas karna chahiye.Logo ke DM aarahe hai ke binzi ko rolna band karo,Negative,hamain bas karna chahiye logo ke dm aarahe hai ke binzi ko rolna band karo
Yar spelling kesa theek hota wahan ja k bhi,Neutral,yar spelling kesa theek hota wahan ja k bhi
Yar masla ya hain main face to face sari baat kar leta hoon tum loog abhi 2 on one para hoa ho iss liya masla ha,Negative,yar masla ya hain main face to face sari baat kar leta hoon tum loog abhi on one para hoa ho iss liya masla ha
Mai un DM karne walo ki izzat karta hu warna zaroor aur rolta,Negative,mai un dm karne walo ki izzat karta hu warna zaroor aur rolta
Agar tu wakai tumha koi question hoon like asal main agar tumha khan sa koi masla ha tu mera ghar auo aur har sawal mera aba sa kar lo he will clear out everyting for u,Positive,agar tu wakai tumha koi question hoon like asal main agar tumha khan sa koi masla ha tu mera ghar auo aur har sawal mera aba sa kar lo he will clear out everyting for u
Bas galat vote na daal dena mulk ka sawal ha,Positive,bas galat vote na daal dena mulk ka sawal ha
Yaani khud haar maan gaye ho?Ab abba je ke peeche to na na chupo,Negative,yaani khud haar maan gaye ho ab abba je ke peeche to na na chupo
Main haarta nahin jani main ya zaroor keh sakta hoon k mera pass 100 percent info nahin hoti but i try my best tum loog iss speed sa puch raha ho k moka hi nahin mila face to face beth k ek ek kar k pochna sab jawab da doon ga,Positive,main haarta nahin jani main ya zaroor keh sakta hoon k mera pass percent info nahin hoti but i try my best tum loog iss speed sa puch raha ho k moka hi nahin mila face to face beth k ek ek kar k pochna sab jawab da doon ga
Neem ka patta karwa hyIK ....,Negative,neem ka patta karwa hyik
Kisi ko baat karnay hi nhi derahi yeh aurat.,Negative,kisi ko baat karnay hi nhi derahi yeh aurat
tou ap is liay sath day rahay hain imaran khan ka ,Positive,tou ap is liay sath day rahay hain imaran khan ka
Yeh khud chahte hain shadi karun ,Neutral,yeh khud chahte hain shadi karun
Shadi Shadi shadi shadi jahil log its personal life . Shahbaz na jasa shadi nahi ki,Negative,shadi shadi shadi shadi jahil log its personal life shahbaz na jasa shadi nahi ki
baji yeh dekhen,Neutral,baji yeh dekhen
aunty ko bolo kulsoom nawaz wali seat khaali hai ,Neutral,aunty ko bolo kulsoom nawaz wali seat khaali hai
offensive hojayega thoraa. last line best bol kr gayien aunty lekin :'),Neutral,offensive hojayega thoraa last line best bol kr gayien aunty lekin
Aunty bolein tou sahi uncle bolein tou offensive xD,Negative,aunty bolein tou sahi uncle bolein tou offensive xd
nhi sahi tou nhi kaheinge isay bechari hain kia kr sktay hain.,Negative,nhi sahi tou nhi kaheinge isay bechari hain kia kr sktay hain
"Wards attend kiye hain? Suna hai wahan bhi is type ki aunties ajati hain,Tmharay hoslay ko salaam hai lrki xD",Negative,wards attend kiye hain suna hai wahan bhi is type ki aunties ajati hain tmharay hoslay ko salaam hai lrki xd
but trust me doctors un se ziada beizzat krte hain ,Negative,but trust me doctors un se ziada beizzat krte hain
Hahaha ab tk tou adat hogai hogi xD,Neutral,hahaha ab tk tou adat hogai hogi xd
abhi tou bht zulm sehna hai :'),Negative,abhi tou bht zulm sehna hai
Sarcasm acha karti ho xD,Positive,sarcasm acha karti ho xd
Maine tou tumhein pehlay din hi fortune teller ka khitaab de dia tha xD,Neutral,maine tou tumhein pehlay din hi fortune teller ka khitaab de dia tha xd
hahah experience hai.,Neutral,hahah experience hai
"MBBS choro, siyasat me ajaou, bohat scope hai xD",Neutral,mbbs choro siyasat me ajaou bohat scope hai xd
MBBS krne k baad dekheinge xD MQM se tou ticket mil hi jayega :'),Neutral,mbbs krne k baad dekheinge xd mqm se tou ticket mil hi jayega
Mai tumhein national assembly me opposition leader dekhna chahta hon xD,Neutral,mai tumhein national assembly me opposition leader dekhna chahta hon xd
Aunty ka masla pta kya...aunty ko pta kch hai nai..hawai fire mari jar rhi :D,Negative,aunty ka masla pta kya aunty ko pta kch hai nai hawai fire mari jar rhi d
"Aunty nada angar dy, bik gaye hai aunty ",Negative,aunty nada angar dy bik gaye hai aunty
han bhai yeh aunty bhi dekh ,Neutral,han bhai yeh aunty bhi dekh
"PATWARIUN KA KOI HAAL NAHI. JAHIL QOUM SAHEE HORAHA HA HAMARY SATH JO HORAHA HA. Mujhay batao kon kehta ha k roads, mall flyover Bridges in say tarraqi hoti ha. o jahil log literacy rate dehko apnay mulk ka peechly saalun mein 60% tha ab 58% hogaya ha matlab hum din ba din anparh hotay jarahy. Laa tadaad beemariyan phel rahee hain is mulk mein us ko khatam karo tab jaa k mulk tarraqi karyga.Aur Woh 10 shadi ker 20 karay Woh uska personal matter ha. Shahbaz shareef 5 shadi ker k behta ha 4 tk ki ijaazat ha apkay islaam k mutabiq. And shahbaz shareef bhi jitni kery Woh uska matter ha. We have nothing to do with that.Apna mat socho is mulk ka socho",Negative,patwariun ka koi haal nahi jahil qoum sahee horaha ha hamary sath jo horaha ha mujhay batao kon kehta ha k roads mall flyover bridges in say tarraqi hoti ha o jahil log literacy rate dehko apnay mulk ka peechly saalun mein tha ab hogaya ha matlab hum din ba din anparh hotay jarahy laa tadaad beemariyan phel rahee hain is mulk mein us ko khatam karo tab jaa k mulk tarraqi karyga aur woh shadi ker karay woh uska personal matter ha shahbaz shareef shadi ker k behta ha tk ki ijaazat ha apkay islaam k mutabiq and shahbaz shareef bhi jitni kery woh uska matter ha we have nothing to do with that apna mat socho is mulk ka socho
yar app ke tou aik be nai hoi ,Neutral,yar app ke tou aik be nai hoi
Why so jazbati panjabiyon?  ye tw hamara falsafa tha ,Negative,why so jazbati panjabiyon ye tw hamara falsafa tha
peche khre log maze le rahe hain :D,Negative,peche khre log maze le rahe hain d
ab bolo kis ki sooch badlo gay jo jisko acha smjhta hai smjhta rahy ga aur apny leader ki khamioon ko khaami nhi smjhta jaesy ap ik ki burai ko bura nhi bolty wasein yeh aurat nawaz ki burai ko burai nhi bolti,Negative,ab bolo kis ki sooch badlo gay jo jisko acha smjhta hai smjhta rahy ga aur apny leader ki khamioon ko khaami nhi smjhta jaesy ap ik ki burai ko bura nhi bolty wasein yeh aurat nawaz ki burai ko burai nhi bolti
abyy bhai rhny du tum ab..Qoum 3 basic need sy banti hai Health Education FoodYe roads wghera baad ki batein hai shaoor ki bt hai bss ur kch nhiEk kilo ata deny wala vote le jata hai lkn ye nhi sochty k humen ye ataa khud kamana kon sikhaega,Negative,abyy bhai rhny du tum ab qoum basic need sy banti hai health education foodye roads wghera baad ki batein hai shaoor ki bt hai bss ur kch nhiek kilo ata deny wala vote le jata hai lkn ye nhi sochty k humen ye ataa khud kamana kon sikhaega
Mein tu yeh bol hee nhi raha mein tu keh raha hu apny leader ko sb kch na smjo uski ghalti ko bura kaho aur achi baat ko acha bs,Neutral,mein tu yeh bol hee nhi raha mein tu keh raha hu apny leader ko sb kch na smjo uski ghalti ko bura kaho aur achi baat ko acha bs
aunty ka ghussa check kren ,Negative,aunty ka ghussa check kren
"Zabarta , Allah such nholnay walay ko kamyabi atta farmata hay",Positive,zabarta allah such nholnay walay ko kamyabi atta farmata hay
Bhai  scene on ha,Positive,bhai scene on ha
Mix wala scene fit hy,Positive,mix wala scene fit hy
Aunty bik gyi hai,Negative,aunty bik gyi hai
anty zra holy ,Negative,anty zra holy
tumhare mom dad toh nahi ?,Neutral,tumhare mom dad toh nahi
ya ALLAH aunty ka NIC gum hojae 24 july ko aur 14 August ko mile ,Negative,ya allah aunty ka nic gum hojae july ko aur august ko mile
"aunty"" kitna bara haath hai??"" lol..",Negative,aunty kitna bara haath hai lol
Aunty six mar k chali gai ,Negative,aunty six mar k chali gai
 had hy Kya Log hy lol,Neutral,had hy kya log hy lol
Zabrdasti ki behas,Negative,zabrdasti ki behas
  auntie got no chill #sakhtlaondi asi argument humari office ma hoti thi ,Negative,auntie got no chill sakhtlaondi asi argument humari office ma hoti thi
Aunty ney Dil jeet leya,Positive,aunty ney dil jeet leya
tere sath lgta suno chanda season 3 hona hai iywim :D,Neutral,tere sath lgta suno chanda season hona hai iywim d
Yeh kaha sa pkr ka lAyeh ha,Negative,yeh kaha sa pkr ka layeh ha
ap k dost ki momSmajh to gaya ho ga,Positive,ap k dost ki momsmajh to gaya ho ga
qunty blkl thik kh r h,Neutral,qunty blkl thik kh r h
Mujay anti-Imran Khan videos mat dikhao ,Negative,mujay anti imran khan videos mat dikhao
iss budhii sy bnda puchay kitnii jamatain pass hay yeh?,Negative,iss budhii sy bnda puchay kitnii jamatain pass hay yeh
Iss ka dil ha k shahbaz shareef aik flyover bana day jo is k ghr k ander tak ho ,Positive,iss ka dil ha k shahbaz shareef aik flyover bana day jo is k ghr k ander tak ho
Ap kisko vote krengi?,Neutral,ap kisko vote krengi
ya allaahhh yeh sunne se pehle mujhai utha q nh lia,Negative,ya allaahhh yeh sunne se pehle mujhai utha q nh lia
Aunti pootar gyen hain paki patwaran,Negative,aunti pootar gyen hain paki patwaran
Awaam sehi mazay lay rahii thii,Positive,awaam sehi mazay lay rahii thii
Hahhaha  mamooo ap ka b tu nai shadi ka plan nahi ha ya sunaaa bara havy batain ha,Negative,hahhaha mamooo ap ka b tu nai shadi ka plan nahi ha ya sunaaa bara havy batain ha
Aunty ji tumari tarhan unparh hain bichari,Negative,aunty ji tumari tarhan unparh hain bichari
Asal masla yehi hei k wo iss umar mein bhi shadi kr sakta hei ,Negative,asal masla yehi hei k wo iss umar mein bhi shadi kr sakta hei
masla yh hai kay larkiya nachata hai ,Negative,masla yh hai kay larkiya nachata hai
naughty boy! Bhalla corruption karre chup kar k. Ye gande kam kyun karta hei!,Negative,naughty boy bhalla corruption karre chup kar k ye gande kam kyun karta hei
level ho gya ya tu,Positive,level ho gya ya tu
Aunty aik guzarish ha ke aap in payari payari sarkon pe bachon ko chor dien.. ,Positive,aunty aik guzarish ha ke aap in payari payari sarkon pe bachon ko chor dien
wahien parhien wahien nehlain wahien kahlien wahien makan dal lien... ,Neutral,wahien parhien wahien nehlain wahien kahlien wahien makan dal lien
us ke bad jo hoga us ka Allah g malik ha... ,Positive,us ke bad jo hoga us ka allah g malik ha
bus aap yeh na dekhna ke aap ke bachon ko kya chez faida dy gi.... ,Negative,bus aap yeh na dekhna ke aap ke bachon ko kya chez faida dy gi
aap sarkon pe reh ke khush hu..,Negative,aap sarkon pe reh ke khush hu
 Allah aap ko sehat zindagi dy taky aap choron ki ghulami mai guzarien ... ,Negative,allah aap ko sehat zindagi dy taky aap choron ki ghulami mai guzarien
Blkl theak kha bhai ap na,Positive,blkl theak kha bhai ap na
Qasim Shoukat Jafry bhaijan aisa ha... 30 saal sy tatta poshi kr re thora or kr lien..,Neutral,qasim shoukat jafry bhaijan aisa ha saal sy tatta poshi kr re thora or kr lien
Aunty ki date of birth pay lannat aur pechay Jo bandari k bachay bhaith k clapping kr rahay h woh woh qoum h Jo ghr daal k paisay dai k jati h to wapsi pay ghr chota ghoust paka hota h ...,Negative,aunty ki date of birth pay lannat aur pechay jo bandari k bachay bhaith k clapping kr rahay h woh woh qoum h jo ghr daal k paisay dai k jati h to wapsi pay ghr chota ghoust paka hota h
vote dainay aye ga,Neutral,vote dainay aye ga
Trump ko Salam dae ,Neutral,trump ko salam dae
hai sir g kash bht dil ha,Positive,hai sir g kash bht dil ha
main ni milta rami oo gya ee woh,Neutral,main ni milta rami oo gya ee woh
WOH to pehlay b tha trumpa g,Positive,woh to pehlay b tha trumpa g
chal Ami Abu aur Bhai czns ko kaih di ballay pay thapa lagae ....,Neutral,chal ami abu aur bhai czns ko kaih di ballay pay thapa lagae
mjay b reply kr dai Bhai,Neutral,mjay b reply kr dai bhai
sir g aap kuch bolo to shi..,Neutral,sir g aap kuch bolo to shi
Main to us ko bta ra ke ho skta yiu just have to believe,Positive,main to us ko bta ra ke ho skta yiu just have to believe
Yra is aunty ki bt ghoar say Suni is aunty ki jhaalat ka andaza is bt say lagaya jata h k yeh sarak ko sharak bol RI h . Wtf pathwaris,Negative,yra is aunty ki bt ghoar say suni is aunty ki jhaalat ka andaza is bt say lagaya jata h k yeh sarak ko sharak bol ri h wtf pathwaris
aap ne bht bariki sy notice koya ha sir g,Neutral,aap ne bht bariki sy notice koya ha sir g
peechy saary maa yavy aunty uncle k mazy ly ry hain ,Negative,peechy saary maa yavy aunty uncle k mazy ly ry hain
Aunty pagal ho gie,Negative,aunty pagal ho gie
Aunty last point per jeet gai ,Positive,aunty last point per jeet gai
