clean_text,label
wh tax aaeen k article k khilaf h darkhuast guzar,Negative
hahahha bht pehni hy is ki shirts hm n d,Neutral
hahahha bohat pehni h is ki shirts hm n d,Neutral
bakwas tareen trouser hai yahan koi aur colors aur asal main koi aur kapra bi bohat harab h paisay zaya karnay wali baat hai,Negative
bakwas tareen trouser hy yahan koi aur colors aur asal main koi aur kapra bi bohat harab hai paisay zaya karnay wali baat hai,Negative
bohat se logon ka khayal tha ke princes charles ki surat mien shayad saal ki umar mein lady diana ko apni khuwabon ka shahzadah mil gaya tha lekin shadi ke chand saal bad hi diana ke chehre par is nakhushi ki parchaiyan nazar aane lagi thein aur un ki baton mein is na aasodgi ka suragh milne laga tha jo kam iz kam kisi esi larki ki zindagi mein nazar nai aasakti jis ne apne khuwabon ke shahzadae ko pa liya ho,Negative
bahut se logon ka khayal tha ke princes charles ki surat mien shayad saal ki umar mein lady diana ko apni khuwabon ka shahzadah mil gaya tha lekin shadi ke chand saal bad hi diana ke chehre par is nakhushi ki parchaiyan nazar aane lagi thein aur un ki baton mein is na aasodgi ka suragh milne laga tha jo kam iz kam kisi esi larki ki zindagi mein nazar nahi aasakti jis ne apne khuwabon ke shahzadae ko pa liya ho,Negative
zia mohyeddin aaj bhi khoob se khoob turki talaash mein hen,Positive
ab to arsal me afsoos lag rha hy,Negative
ab to arsal me afsoos lag rha h,Negative
hahahahaha par mere papers m aisa nahi hota,Neutral
hahahahaha par mere papers m aisa nahin hota,Neutral
quaid jui pti arkan k istefon per datt gaye hamara mauqaf aaini hy kis bunyad per riayat di ja rahi hai molana fazl ur rahman,Negative
quaid jui pti arkan k istefon per datt gaye hamara mauqaf aaini hai kis bunyad per riayat di ja rahi h molana fazl ur rahman,Negative
laikin yai mat bholo jis ni tumhari takdeer likhi hai wo tum sai tumhari maa sai guna zayada payar krta hai,Neutral
laikin yai mat bholo jis nai tumhari takdeer likhi hai wo tum sai tumhari maa sai guna zayada payar krta hy,Neutral
sahir ki sister b to aesy morning show krti rahi hai jis pr toheen mazhab ka case bn gya thaaa usy pher hum tv walo ny jaga d,Negative
sahir ki sister b to aesy morning show krti rahi h jis pr toheen mazhab ka case bn gya thaaa usy pher hum tv walo ny jaga d,Negative
ham to rooz hi krty hain,Neutral
barsoon guzar gaye hen yahee sochty huye saim,Neutral
selma lagerlof ke novel aur kahaniyon ke mutarajim duniya ki kai zabanon mein ho chuke hen,Positive
itna bonga drama m n aj tk nahi dekha,Negative
itna bonga drama m n aj tk nahin dekha,Negative
ye harrrami molvi ka thoubraaaa dekho aik nmbr k begrat or dayyyyoooos hain,Neutral
noon league nay as usual sirf credit khod lia hy,Negative
noon league nay as usual sirf credit khod lia h,Negative
buht hi achha fone hai me months se use ker rahi koo issue nahin non stop use kren phir b heatup nhi hota thanxx huawei,Positive
buht hi acha fone hai me months se use ker rahi koo issue nhi non stop use kren phir b heatup nhi hota thanxx huawei,Positive
susti aur kahli un ko sakht na pasand thi,Negative
achaa tou ye drama hai,Neutral
achaa tou ye drama h,Neutral
aaj kal wo mukhtalif channels par commentary aur ipl mein kolkata knight riders ke coach ke faraiyz anjaam de rahe hen,Positive
khushi se hori hai itne likes dekh k,Positive
khushi se hori h itne likes dekh k,Positive
court ne ig sindh ko moon garden khali karanay ka hukum de rakah h,Neutral
court ne ig sindh ko moon garden khali karanay ka hukum de rakah hy,Neutral
lagta hae sb ko eidi mil gei hai jo faimily ki selfy hoi hai,Neutral
lagta hai sb ko eidi mil gei hai jo faimily ki selfy hoi hy,Neutral
achha laga istemal mei,Positive
lekin jab aap quomi satah se benul aqwami satah par jate hain to zahir hai ke aap ko apni practice aur training ka aur izyadah khayal rakhna parta hy,Neutral
lekin jab aap quomi satah se benul aqwami satah par jate hn to zahir hai ke aap ko apni practice aur training ka aur izyadah khayal rakhna parta hai,Neutral
is game ka name kia hy,Neutral
is game ka name kia h,Neutral
in ke aik maghrabi maddah ne aik dafa kaha tha ke nusrat ki gaeyki ap ko dawat deti hai chupke se kaan laga kar is guftugo ko sunne ki jo aik bandey air us ke rab ke darmiyan hoti h,Positive
in ke aik maghrabi maddah ne aik dafa kaha tha ke nusrat ki gaeyki ap ko dawat deti hy chupke se kaan laga kar is guftugo ko sunne ki jo aik bandey air us ke rab ke darmiyan hoti hai,Positive
urdu adab ke bahut se naqadeen ke nazdeek faiz ahmed faiz ghalib aur iqbal ke bad urdu ke sab se azeem shaiyr hain,Positive
urdu adab ke bohat se naqadeen ke nazdeek faiz ahmed faiz ghalib aur iqbal ke bad urdu ke sab se azeem shaiyr hen,Positive
aunty nada angar dy bik gaye hy aunty,Negative
aunty nada angar dy bik gaye h aunty,Negative
ajeeb bat hy k jis ko aids hey usay kuch pata hi nahon us say itna secret rakha jaa raha hey,Negative
ajeeb bat h k jis ko aids hey usay kuch pata hi nahon us say itna secret rakha jaa raha hey,Negative
february ko salman khan ko nadir o nayab kale hiran black deer ke shikar ke jurm mein adalat ne aik saal qeed ki saza sunai tahum is fasle par appeal ke doran un ki saza par amal dar aamad rok diya gaya ye case ta hal salman khan ke leye dar e sar bana howa hy,Negative
february ko salman khan ko nadir o nayab kale hiran black deer ke shikar ke jurm mein adalat ne aik saal qeed ki saza sunai tahum is fasle par appeal ke doran un ki saza par amal dar aamad rok diya gaya ye case ta hal salman khan ke leye dar e sar bana howa h,Negative
yeh film itni kamiyab hui ke is ke sequel banane ka silsila aaj bhi jari hy aur is series ki films numaiysh ke liye nominate kiya gaya,Neutral
yeh film itni kamiyab hui ke is ke sequel banane ka silsila aaj bhi jari h aur is series ki films numaiysh ke liye nominate kiya gaya,Neutral
shirts achi hain par na to wo colours hain jo dekhy thy aur na hi wo shirts jo order ki then par jo aai hen wo b thek hi hain but wekhaya kch ty aya kch,Negative
shirts achi hen par na to wo colours hain jo dekhy thy aur na hi wo shirts jo order ki then par jo aai hain wo b thek hi hain but wekhaya kch ty aya kch,Negative
goya in ke career par yeh filmy shair sadiq aata hy,Neutral
goya in ke career par yeh filmy shair sadiq aata h,Neutral
bs mri frnd k sath bht bura ho gya hai so inki help chaye thi,Negative
bs mri frnd k sath boht bura ho gya hy so inki help chaye thi,Negative
hukumat ne sugar mil malikan ko qematein kam karne par majbor nai kiya balke neb ne tehqiqat karana chahi to sadar perviz musharaf ke humum par ise bhi rok deya gaya kyun ke is mein ba asar hukumati ehalkar mulavis the aur wazirati kursiyon par barjaman the,Negative
hukumat ne sugar mil malikan ko qematein kam karne par majbor nahin kiya balke neb ne tehqiqat karana chahi to sadar perviz musharaf ke humum par ise bhi rok deya gaya kyun ke is mein ba asar hukumati ehalkar mulavis the aur wazirati kursiyon par barjaman the,Negative
andaza to humain tha k kuch daal main kaala hy lekin tashreef farmaan hogaye point main,Negative
andaza to humain tha k kuch daal main kaala h lekin tashreef farmaan hogaye point main,Negative
hazrat g bat kaisy ho sakti hy bat ain plzzz,Neutral
hazrat g bat kaisy ho sakti h bat ain plzzz,Neutral
yeh kab hota hai har hafta har raat mujhe bohat shauk lag gaya hy,Positive
yeh kab hota hae har hafta har raat mujhe bohat shauk lag gaya hai,Positive
yeh toh tumhre liay hy,Neutral
yeh toh tumhre liay h,Neutral
ye kehte hue tjhe sharam nahin ati,Negative
ye kehte hue tjhe sharam nahi ati,Negative
third class quality ha r kam b nahin krti sae thra,Negative
third class quality ha r kam b nahi krti sae thra,Negative
past mien film industry ka mahaul bohat achha tha aur is ko behtar rakhne ke liye hum sab fankar mil kar koshish karte the,Positive
past mien film industry ka mahaul bahut acha tha aur is ko behtar rakhne ke liye hum sab fankar mil kar koshish karte the,Positive
ye aunty tou tu h,Neutral
ye aunty tou tu hy,Neutral
quom ka har fard major muhammad akram shaheed ko salam pesh karta hy,Positive
quom ka har fard major muhammad akram shaheed ko salam pesh karta h,Positive
lantiiiii khuda k azab hai tum pu kutyyyy,Negative
lantiiiii khuda k azab hy tum pu kutyyyy,Negative
bilawal agar oxford se parha h toh woh parhayi bhi awaam ke pese sey hui jo uske abba ne liya tha,Negative
bilawal agar oxford se parha hy toh woh parhayi bhi awaam ke pese sey hui jo uske abba ne liya tha,Negative
shukr hy khudi ruk gyi pehle main ne kaha ktne raaz khole gi,Negative
shukr h khudi ruk gyi pehle main ne kaha ktne raaz khole gi,Negative
ye durust hai ke aik do martaba hum jeet ke kafi nazdik aaye magar har gaye to is ki wajah khuf aur dabao nai tha,Positive
ye durust hy ke aik do martaba hum jeet ke kafi nazdik aaye magar har gaye to is ki wajah khuf aur dabao nahi tha,Positive
condoleezza rice ke khayalat ke tanazur mein in ka shumar america ke qadamat pasnd aur riwayaat pasand logon mein kiya ja sakta hai maslan george bush ki sadarti mohim ke dauran wo aelania kaha karti thi ke isqaat hamal par pabandi aaiyd honi chahiye,Negative
condoleezza rice ke khayalat ke tanazur mein in ka shumar america ke qadamat pasand aur riwayaat pasand logon mein kiya ja sakta hy maslan george bush ki sadarti mohim ke dauran wo aelania kaha karti thi ke isqaat hamal par pabandi aaiyd honi chahiye,Negative
achi cheez hai yeh abhi tak toh theek chal rahi hai yeh kyunke meine ye daraz se mangwayi hai toh iska review toh banta hai iske monitor ke peche belt hay jo aap apnay hath pe lagaa kar ba asaani apna blood pressure note kar saktay hain achi product hy number dunga mein is product ko,Positive
achi cheez hae yeh abhi tak toh theek chal rahi hai yeh kyunke meine ye daraz se mangwayi hai toh iska review toh banta hai iske monitor ke peche belt hay jo aap apnay hath pe lagaa kar ba asaani apna blood pressure note kar saktay hain achi product hai number dunga mein is product ko,Positive
aik american company aesi bhi hai jo sirf un ko leti h jo fail huway hoon,Positive
aik american company aesi bhi hy jo sirf un ko leti hai jo fail huway hoon,Positive
ye maine apnay husband ke liye mangwaye thay kyunke wo raat mei bhi apni jeans pehen kar sou jataay thay ye trousers bohot achay hn inki sabse achi baat mujhe inki price lagi kyunke ye market mein bhi itni price mein nahi milte jitne mein daraz pk se ye mere ghar pe deliver kardiye gaye hain iske ilawa ye dark colors ke hain tou ye achay bhi lagtay hain or in mein pocket bhi hain toh aap araam se apnay phone wallet rakh satay hain is mein,Positive
ye maine apnay husband ke liye mangwaye thay kyunke wo raat mei bhi apni jeans pehen kar sou jataay thay ye trousers bohot achay hain inki sabse achi baat mujhe inki price lagi kyunke ye market mein bhi itni price mein nahi milte jitne mein daraz pk se ye mere ghar pe deliver kardiye gaye hain iske ilawa ye dark colors ke hain tou ye achay bhi lagtay hain or in mein pocket bhi hen toh aap araam se apnay phone wallet rakh satay hain is mein,Positive
ap buuuht pyri h sanam,Positive
ap buuuht pyri hy sanam,Positive
aj kal hmri govt esi ha k inki wja sy educated log byrozgar bethy hen,Negative
is barey mein bharat ke mashoor filmsaaz aur mauseeqar muzaffar ali kehte hen ke nusrat ki awaz dilon mein ghar kar jati thi mashriq ho ya maghrib hindustan ho ya pakistan in ki awaaz ne tamam sarhaden torh di thi,Positive
lekin siyasat mein wo kitna he ooncha maqam kyun na hasil kar len in ke maddah in ki payal ki jhankar aur dilnasheen adaaon ko kabhi nahin bhula sakte,Negative
lekin siyasat mein wo kitna he ooncha maqam kyun na hasil kar len in ke maddah in ki payal ki jhankar aur dilnasheen adaaon ko kabhi nai bhula sakte,Negative
qaumo kay mustaqbil ki tameer hukumrano kay haton mein nahi balkay quaideen kay fikar aur amal par hoti hai aur altaf hussain ka mison pakistan kay mazloom quaim ki tameer ka mission hy,Positive
qaumo kay mustaqbil ki tameer hukumrano kay haton mein ni balkay quaideen kay fikar aur amal par hoti hai aur altaf hussain ka mison pakistan kay mazloom quaim ki tameer ka mission hai,Positive
tahum mein paida hone wale match fixing ke tanazey se wasim akram ke career par bure asar parha aur in ki shohrat ko nuqsaan pohancha,Negative
is liye mujhe jo bhi kaam atcha lagta hai main zaroor kar rahi hon lekin film ka naam apne role aur film ki kahani ke barey mien kuch nahi bata sakti,Positive
is liye mujhe jo bhi kaam acha lagta hai main zaroor kar rahi hon lekin film ka naam apne role aur film ki kahani ke barey mien kuch nahin bata sakti,Positive
un ka kehna hai ke hain aur mazhab ne khawateen ko kafi hoqoq deye hain aain ki ro se urat aur mard ki takhsis jins ki wajah se koi nahi hai magar majmoi tor par samaji rawaiya urton ki taraki ke khilaf hy,Negative
un ka kehna hae ke hain aur mazhab ne khawateen ko kafi hoqoq deye hain aain ki ro se urat aur mard ki takhsis jins ki wajah se koi nahi hai magar majmoi tor par samaji rawaiya urton ki taraki ke khilaf hai,Negative
ghar ghar batao k london flate kaisay lyay jatay hen,Neutral
nhi wo tmhra apna h,Neutral
nahi wo tmhra apna hai,Neutral
uss kai day pakistan may red carpet show hoota hy,Neutral
uss kai day pakistan may red carpet show hoota h,Neutral
aawaz bahut kam hy,Negative
aawaz bohat kam h,Negative
tery bhi aa rhy hen exams,Positive
you mean to say that agar mushkil kam nai hota to asan kam kar ke apna name bana lo,Negative
you mean to say that agar mushkil kam nahin hota to asan kam kar ke apna name bana lo,Negative
lanat h is insan py marny ka khoooof nai in logo me insaniyat or eman sab baaijh chuky hen aisy show s ko block krdena chahiye hamesha k liye apni bv beti nachaain aisy la k tu pata chaly,Negative
lanat hae is insan py marny ka khoooof nai in logo me insaniyat or eman sab baaijh chuky hain aisy show s ko block krdena chahiye hamesha k liye apni bv beti nachaain aisy la k tu pata chaly,Negative
kia pakistan kee baqa k khelaf sazesh ha ya nai kia es se qomon k darmyan nafrat peda hoti k ni kia es se mulji saleemyat ko kjtra ni,Negative
kia pakistan kee baqa k khelaf sazesh ha ya ni kia es se qomon k darmyan nafrat peda hoti k ni kia es se mulji saleemyat ko kjtra nahi,Negative
phir aik din tehrik e talban pakistan ki taraf se ye bhi kaha gaya ke malala bach gai hy usse hum dobarah marne ki koshish karein ge,Negative
phir aik din tehrik e talban pakistan ki taraf se ye bhi kaha gaya ke malala bach gai h usse hum dobarah marne ki koshish karein ge,Negative
ye to bilkul thk kaha aur hamra km hi dushmano ko jalana hai,Negative
ye to bilkul thk kaha aur hamra km hi dushmano ko jalana hy,Negative
bilkuk hakeeekat hy bhai,Neutral
bilkuk hakeeekat h bhai,Neutral
tv par hero ke markazi kirdaron se apne safar ka aghaz karne wale abid ali ne aik khas muqam par aakar samakh liya ke ab umar ka wo stage aagaya hai jahan hero ke kirdar mein aana un ki fani zindagi ke leyr nuqsandah h,Negative
tv par hero ke markazi kirdaron se apne safar ka aghaz karne wale abid ali ne aik khas muqam par aakar samakh liya ke ab umar ka wo stage aagaya hy jahan hero ke kirdar mein aana un ki fani zindagi ke leyr nuqsandah hai,Negative
in per ilzam hae kay woh lord godrey white ki beti seeta white ki beti kay walid hai jab kay imran khan hamesha say iss ilzam ki tarwed karte aye hain,Negative
in per ilzam hai kay woh lord godrey white ki beti seeta white ki beti kay walid hai jab kay imran khan hamesha say iss ilzam ki tarwed karte aye hen,Negative
boht km logo ko malom h k pak bharat ki jang ki bunyad,Negative
bohat km logo ko malom hy k pak bharat ki jang ki bunyad,Negative
shayad ambient light zyada thi aur ir rays pohanch nai paye remote k,Neutral
shayad ambient light zyada thi aur ir rays pohanch nahin paye remote k,Neutral
mulah omar ki mout ki afwahon ki tehqiqat kar rahay hen daftar e kharja,Negative
mjha koi shak nahi isma,Negative
mjha koi shak nahin isma,Negative
allah in logon hinduon ko khana bhi deta hey in ka karbar bhi chalta hey yeh kheti bhi ugatey hain in ki naslain bhi chalti hain kia kaho ge khuda k barey mein in ko yeh sahooltain kyun di hen,Neutral
